ECG,125,Hz
0.00613871,,
0.015890093,,
0.031199552,,
0.046637684,,
0.059287459,,
0.072191933,,
0.088337492,,
0.094149195,,
0.081856953,,
0.067693109,,
0.06089297,,
0.051190842,,
0.031312459,,
0.005717745,,
-0.013879751,,
-0.017713277,,
-0.008756894,,
0.002910916,,
0.011885864,,
0.015694133,,
0.015073989,,
0.022970606,,
0.053940541,,
0.106837927,,
0.168387419,,
0.19951831,,
0.13934247,,
-0.01172927,,
-0.168619409,,
-0.252569637,,
-0.231143567,,
-0.120520323,,
-0.000641048,,
0.062374541,,
0.082780675,,
0.088919507,,
0.084612598,,
0.077127029,,
0.069889659,,
0.059883301,,
0.049260374,,
0.036626464,,
0.022903278,,
0.015655532,,
0.014222266,,
0.013348653,,
0.01255753,,
0.012568669,,
0.014337133,,
0.020528445,,
0.03466945,,
0.053112475,,
0.064644789,,
0.070767625,,
0.081602136,,
0.090073397,,
0.086321868,,
0.078446321,,
0.072105047,,
0.059843776,,
0.039687455,,
0.019863618,,
0.007940648,,
0.00691431,,
0.011726726,,
0.010980423,,
0.006227864,,
0.009008664,,
0.013240449,,
0.00975089,,
0.008627915,,
0.013904603,,
0.018925222,,
0.024749993,,
0.027272937,,
0.014861103,,
0.017176311,,
0.021450063,,
0.029341218,,
0.041591666,,
0.057037414,,
0.075108239,,
0.091180519,,
0.090576016,,
0.07374723,,
0.059414454,,
0.049718898,,
0.036116292,,
0.017945326,,
-0.003421239,,
-0.01679614,,
-0.015308685,,
-0.014257253,,
-0.015729489,,
-0.00701092,,
0.006432493,,
0.019483679,,
0.036515696,,
0.063465105,,
0.113634783,,
0.158470904,,
0.125886984,,
0.016895654,,
-0.091427505,,
-0.157814941,,
-0.171172993,,
-0.117365375,,
-0.02628922,,
0.044780266,,
0.075877754,,
0.078520589,,
0.071370856,,
0.070450582,,
0.07110773,,
0.060839512,,
0.044288449,,
0.029001743,,
0.016568691,,
0.015396665,,
0.025858462,,
0.027892976,,
0.01357475,,
0.004530816,,
0.013850555,,
0.023889566,,
0.024715468,,
0.032187422,,
0.049669868,,
0.064350699,,
0.075730188,,
0.083289459,,
0.082491184,,
0.080714432,,
0.078412974,,
0.068722358,,
0.058301558,,
0.048228134,,
0.032307516,,
0.01974181,,
0.01630843,,
0.013980822,,
0.01229899,,
0.013638151,,
0.012883998,,
0.00915806,,
0.006975697,,
0.007108884,,
0.008319651,,
0.009817966,,
0.010567996,,
0.016971716,,
0.013618159,,
0.021180991,,
0.034655558,,
0.046009545,,
0.059993261,,
0.075611149,,
0.080540751,,
0.074910244,,
0.066748621,,
0.05808394,,
0.052154091,,
